,data,epsp,config/sec,config/weight,config/saveFolder,config/simLabel
803,"epsp      0.052661
sec        apic_71
loc            0.5
weight      0.0004
dtype: object",0.052660733036717006,apic_71,0.0004,./grid_batch,grid_search_00803
804,"epsp      0.045784
sec        apic_72
loc            0.5
weight      0.0004
dtype: object",0.045783776528324,apic_72,0.0004,./grid_batch,grid_search_00804
805,"epsp      0.038362
sec        apic_73
loc            0.5
weight      0.0004
dtype: object",0.038362404354586,apic_73,0.0004,./grid_batch,grid_search_00805
806,"epsp      0.040975
sec        apic_74
loc            0.5
weight      0.0004
dtype: object",0.040974720931586,apic_74,0.0004,./grid_batch,grid_search_00806
807,"epsp      0.04355
sec       apic_75
loc           0.5
weight     0.0004
dtype: object",0.043549636207771004,apic_75,0.0004,./grid_batch,grid_search_00807
808,"epsp      0.043988
sec        apic_76
loc            0.5
weight      0.0004
dtype: object",0.043987904634306005,apic_76,0.0004,./grid_batch,grid_search_00808
809,"epsp      0.067045
sec        apic_77
loc            0.5
weight      0.0004
dtype: object",0.06704472805188201,apic_77,0.0004,./grid_batch,grid_search_00809
810,"epsp      0.049454
sec        apic_78
loc            0.5
weight      0.0004
dtype: object",0.049453951715065,apic_78,0.0004,./grid_batch,grid_search_00810
811,"epsp      0.025718
sec        apic_79
loc            0.5
weight      0.0004
dtype: object",0.025718207443929,apic_79,0.0004,./grid_batch,grid_search_00811
812,"epsp      0.311976
sec         apic_8
loc            0.5
weight      0.0004
dtype: object",0.311975791711319,apic_8,0.0004,./grid_batch,grid_search_00812
813,"epsp      0.034794
sec        apic_80
loc            0.5
weight      0.0004
dtype: object",0.034793585620306,apic_80,0.0004,./grid_batch,grid_search_00813
814,"epsp      0.028393
sec        apic_81
loc            0.5
weight      0.0004
dtype: object",0.028393468237041003,apic_81,0.0004,./grid_batch,grid_search_00814
815,"epsp      0.024214
sec        apic_82
loc            0.5
weight      0.0004
dtype: object",0.024213576624561,apic_82,0.0004,./grid_batch,grid_search_00815
816,"epsp      0.054146
sec        apic_83
loc            0.5
weight      0.0004
dtype: object",0.054146068103563004,apic_83,0.0004,./grid_batch,grid_search_00816
817,"epsp      0.039546
sec        apic_84
loc            0.5
weight      0.0004
dtype: object",0.039546194810270004,apic_84,0.0004,./grid_batch,grid_search_00817
818,"epsp      0.035433
sec        apic_85
loc            0.5
weight      0.0004
dtype: object",0.035433348447398004,apic_85,0.0004,./grid_batch,grid_search_00818
819,"epsp      0.026259
sec        apic_86
loc            0.5
weight      0.0004
dtype: object",0.026259065584525003,apic_86,0.0004,./grid_batch,grid_search_00819
820,"epsp      0.023153
sec        apic_87
loc            0.5
weight      0.0004
dtype: object",0.023152865003510003,apic_87,0.0004,./grid_batch,grid_search_00820
821,"epsp      0.019639
sec        apic_88
loc            0.5
weight      0.0004
dtype: object",0.019639106004561,apic_88,0.0004,./grid_batch,grid_search_00821
822,"epsp      0.01932
sec       apic_89
loc           0.5
weight     0.0004
dtype: object",0.019320498301283,apic_89,0.0004,./grid_batch,grid_search_00822
823,"epsp      0.2877
sec       apic_9
loc          0.5
weight    0.0004
dtype: object",0.287700076344023,apic_9,0.0004,./grid_batch,grid_search_00823
824,"epsp      0.019402
sec        apic_90
loc            0.5
weight      0.0004
dtype: object",0.019401588733316003,apic_90,0.0004,./grid_batch,grid_search_00824
825,"epsp      0.01937
sec       apic_91
loc           0.5
weight     0.0004
dtype: object",0.01937040012811,apic_91,0.0004,./grid_batch,grid_search_00825
826,"epsp      0.025767
sec        apic_92
loc            0.5
weight      0.0004
dtype: object",0.025767004172422003,apic_92,0.0004,./grid_batch,grid_search_00826
827,"epsp      0.019378
sec        apic_93
loc            0.5
weight      0.0004
dtype: object",0.019377811640808002,apic_93,0.0004,./grid_batch,grid_search_00827
828,"epsp      0.019007
sec        apic_94
loc            0.5
weight      0.0004
dtype: object",0.019006506209464,apic_94,0.0004,./grid_batch,grid_search_00828
829,"epsp      0.030361
sec        apic_95
loc            0.5
weight      0.0004
dtype: object",0.030361033170450004,apic_95,0.0004,./grid_batch,grid_search_00829
830,"epsp      0.026684
sec        apic_96
loc            0.5
weight      0.0004
dtype: object",0.026683709445705,apic_96,0.0004,./grid_batch,grid_search_00830
831,"epsp      0.026853
sec        apic_97
loc            0.5
weight      0.0004
dtype: object",0.026853396685822,apic_97,0.0004,./grid_batch,grid_search_00831
832,"epsp      0.063142
sec        apic_98
loc            0.5
weight      0.0004
dtype: object",0.063142481548027,apic_98,0.0004,./grid_batch,grid_search_00832
833,"epsp      0.050258
sec        apic_99
loc            0.5
weight      0.0004
dtype: object",0.050258010427356004,apic_99,0.0004,./grid_batch,grid_search_00833
834,"epsp      0.398716
sec         dend_0
loc            0.5
weight      0.0004
dtype: object",0.39871617975175805,dend_0,0.0004,./grid_batch,grid_search_00834
835,"epsp      0.38261
sec        dend_1
loc           0.5
weight     0.0004
dtype: object",0.38260983916066404,dend_1,0.0004,./grid_batch,grid_search_00835
836,"epsp      0.40708
sec       dend_10
loc           0.5
weight     0.0004
dtype: object",0.407080137708874,dend_10,0.0004,./grid_batch,grid_search_00836
837,"epsp      0.389392
sec       dend_100
loc            0.5
weight      0.0004
dtype: object",0.38939219071414705,dend_100,0.0004,./grid_batch,grid_search_00837
838,"epsp       0.37483
sec       dend_101
loc            0.5
weight      0.0004
dtype: object",0.374830330207714,dend_101,0.0004,./grid_batch,grid_search_00838
839,"epsp       0.35429
sec       dend_102
loc            0.5
weight      0.0004
dtype: object",0.354289970155576,dend_102,0.0004,./grid_batch,grid_search_00839
840,"epsp      0.368148
sec       dend_103
loc            0.5
weight      0.0004
dtype: object",0.36814785558394103,dend_103,0.0004,./grid_batch,grid_search_00840
841,"epsp      0.384695
sec       dend_104
loc            0.5
weight      0.0004
dtype: object",0.384695080506716,dend_104,0.0004,./grid_batch,grid_search_00841
842,"epsp      0.330093
sec       dend_105
loc            0.5
weight      0.0004
dtype: object",0.33009311054928503,dend_105,0.0004,./grid_batch,grid_search_00842
843,"epsp      0.325908
sec       dend_106
loc            0.5
weight      0.0004
dtype: object",0.325908027015955,dend_106,0.0004,./grid_batch,grid_search_00843
844,"epsp      0.313764
sec       dend_107
loc            0.5
weight      0.0004
dtype: object",0.313763659276105,dend_107,0.0004,./grid_batch,grid_search_00844
845,"epsp      0.382929
sec       dend_108
loc            0.5
weight      0.0004
dtype: object",0.38292949462082504,dend_108,0.0004,./grid_batch,grid_search_00845
846,"epsp      0.323126
sec       dend_109
loc            0.5
weight      0.0004
dtype: object",0.32312622411485803,dend_109,0.0004,./grid_batch,grid_search_00846
847,"epsp      0.382922
sec        dend_11
loc            0.5
weight      0.0004
dtype: object",0.382921899927993,dend_11,0.0004,./grid_batch,grid_search_00847
848,"epsp       0.37281
sec       dend_110
loc            0.5
weight      0.0004
dtype: object",0.37281045505015703,dend_110,0.0004,./grid_batch,grid_search_00848
849,"epsp      0.246513
sec       dend_111
loc            0.5
weight      0.0004
dtype: object",0.246512861872162,dend_111,0.0004,./grid_batch,grid_search_00849
850,"epsp      0.247003
sec       dend_112
loc            0.5
weight      0.0004
dtype: object",0.24700268505557602,dend_112,0.0004,./grid_batch,grid_search_00850
851,"epsp      0.402104
sec        dend_12
loc            0.5
weight      0.0004
dtype: object",0.402104187819915,dend_12,0.0004,./grid_batch,grid_search_00851
852,"epsp      0.397988
sec        dend_13
loc            0.5
weight      0.0004
dtype: object",0.397988429675635,dend_13,0.0004,./grid_batch,grid_search_00852
853,"epsp      0.36363
sec       dend_14
loc           0.5
weight     0.0004
dtype: object",0.36362962858858305,dend_14,0.0004,./grid_batch,grid_search_00853
854,"epsp      0.383705
sec        dend_15
loc            0.5
weight      0.0004
dtype: object",0.38370450541272305,dend_15,0.0004,./grid_batch,grid_search_00854
855,"epsp      0.378885
sec        dend_16
loc            0.5
weight      0.0004
dtype: object",0.37888459686043,dend_16,0.0004,./grid_batch,grid_search_00855
856,"epsp      0.407139
sec        dend_17
loc            0.5
weight      0.0004
dtype: object",0.40713866235948604,dend_17,0.0004,./grid_batch,grid_search_00856
857,"epsp      0.389129
sec        dend_18
loc            0.5
weight      0.0004
dtype: object",0.38912939011892406,dend_18,0.0004,./grid_batch,grid_search_00857
858,"epsp        0.377
sec       dend_19
loc           0.5
weight     0.0004
dtype: object",0.37700015582996105,dend_19,0.0004,./grid_batch,grid_search_00858
859,"epsp      0.38004
sec        dend_2
loc           0.5
weight     0.0004
dtype: object",0.38004015710509903,dend_2,0.0004,./grid_batch,grid_search_00859
860,"epsp      0.369965
sec        dend_20
loc            0.5
weight      0.0004
dtype: object",0.36996463089199905,dend_20,0.0004,./grid_batch,grid_search_00860
861,"epsp      0.356013
sec        dend_21
loc            0.5
weight      0.0004
dtype: object",0.35601282280025204,dend_21,0.0004,./grid_batch,grid_search_00861
862,"epsp      0.356536
sec        dend_22
loc            0.5
weight      0.0004
dtype: object",0.35653602590458805,dend_22,0.0004,./grid_batch,grid_search_00862
863,"epsp      0.369948
sec        dend_23
loc            0.5
weight      0.0004
dtype: object",0.36994767689468205,dend_23,0.0004,./grid_batch,grid_search_00863
864,"epsp      0.356849
sec        dend_24
loc            0.5
weight      0.0004
dtype: object",0.35684933432249005,dend_24,0.0004,./grid_batch,grid_search_00864
865,"epsp      0.350141
sec        dend_25
loc            0.5
weight      0.0004
dtype: object",0.35014117301915304,dend_25,0.0004,./grid_batch,grid_search_00865
866,"epsp      0.377139
sec        dend_26
loc            0.5
weight      0.0004
dtype: object",0.377138634510558,dend_26,0.0004,./grid_batch,grid_search_00866
867,"epsp      0.356269
sec        dend_27
loc            0.5
weight      0.0004
dtype: object",0.356269222172073,dend_27,0.0004,./grid_batch,grid_search_00867
868,"epsp      0.365343
sec        dend_28
loc            0.5
weight      0.0004
dtype: object",0.365343171907241,dend_28,0.0004,./grid_batch,grid_search_00868
869,"epsp      0.397574
sec        dend_29
loc            0.5
weight      0.0004
dtype: object",0.39757409248450404,dend_29,0.0004,./grid_batch,grid_search_00869
870,"epsp      0.410045
sec         dend_3
loc            0.5
weight      0.0004
dtype: object",0.41004509160740105,dend_3,0.0004,./grid_batch,grid_search_00870
871,"epsp      0.379837
sec        dend_30
loc            0.5
weight      0.0004
dtype: object",0.379836540323495,dend_30,0.0004,./grid_batch,grid_search_00871
872,"epsp      0.363893
sec        dend_31
loc            0.5
weight      0.0004
dtype: object",0.36389259579453803,dend_31,0.0004,./grid_batch,grid_search_00872
873,"epsp      0.386451
sec        dend_32
loc            0.5
weight      0.0004
dtype: object",0.38645088680239303,dend_32,0.0004,./grid_batch,grid_search_00873
874,"epsp      0.360819
sec        dend_33
loc            0.5
weight      0.0004
dtype: object",0.36081906419811105,dend_33,0.0004,./grid_batch,grid_search_00874
875,"epsp      0.352589
sec        dend_34
loc            0.5
weight      0.0004
dtype: object",0.352588907550128,dend_34,0.0004,./grid_batch,grid_search_00875
876,"epsp      0.350212
sec        dend_35
loc            0.5
weight      0.0004
dtype: object",0.35021180669414703,dend_35,0.0004,./grid_batch,grid_search_00876
877,"epsp      0.331303
sec        dend_36
loc            0.5
weight      0.0004
dtype: object",0.33130293563606,dend_36,0.0004,./grid_batch,grid_search_00877
878,"epsp      0.326937
sec        dend_37
loc            0.5
weight      0.0004
dtype: object",0.326936954940492,dend_37,0.0004,./grid_batch,grid_search_00878
879,"epsp      0.349989
sec        dend_38
loc            0.5
weight      0.0004
dtype: object",0.34998946056748503,dend_38,0.0004,./grid_batch,grid_search_00879
880,"epsp      0.34187
sec       dend_39
loc           0.5
weight     0.0004
dtype: object",0.34186956954754005,dend_39,0.0004,./grid_batch,grid_search_00880
881,"epsp      0.404883
sec         dend_4
loc            0.5
weight      0.0004
dtype: object",0.40488276883149804,dend_4,0.0004,./grid_batch,grid_search_00881
882,"epsp      0.336351
sec        dend_40
loc            0.5
weight      0.0004
dtype: object",0.33635080733641504,dend_40,0.0004,./grid_batch,grid_search_00882
883,"epsp      0.314269
sec        dend_41
loc            0.5
weight      0.0004
dtype: object",0.31426944867668205,dend_41,0.0004,./grid_batch,grid_search_00883
884,"epsp      0.33306
sec       dend_42
loc           0.5
weight     0.0004
dtype: object",0.33306026892981305,dend_42,0.0004,./grid_batch,grid_search_00884
885,"epsp      0.31536
sec       dend_43
loc           0.5
weight     0.0004
dtype: object",0.31536033939859404,dend_43,0.0004,./grid_batch,grid_search_00885
886,"epsp      0.32058
sec       dend_44
loc           0.5
weight     0.0004
dtype: object",0.32058039823363005,dend_44,0.0004,./grid_batch,grid_search_00886
887,"epsp      0.322203
sec        dend_45
loc            0.5
weight      0.0004
dtype: object",0.32220306449906305,dend_45,0.0004,./grid_batch,grid_search_00887
888,"epsp      0.34439
sec       dend_46
loc           0.5
weight     0.0004
dtype: object",0.34438953726839805,dend_46,0.0004,./grid_batch,grid_search_00888
889,"epsp      0.327007
sec        dend_47
loc            0.5
weight      0.0004
dtype: object",0.327006994031634,dend_47,0.0004,./grid_batch,grid_search_00889
890,"epsp      0.338367
sec        dend_48
loc            0.5
weight      0.0004
dtype: object",0.33836740794826803,dend_48,0.0004,./grid_batch,grid_search_00890
891,"epsp      0.319268
sec        dend_49
loc            0.5
weight      0.0004
dtype: object",0.319267867696822,dend_49,0.0004,./grid_batch,grid_search_00891
892,"epsp      0.166225
sec         dend_5
loc            0.5
weight      0.0004
dtype: object",0.16622525930523502,dend_5,0.0004,./grid_batch,grid_search_00892
893,"epsp      0.321908
sec        dend_50
loc            0.5
weight      0.0004
dtype: object",0.32190780097452804,dend_50,0.0004,./grid_batch,grid_search_00893
894,"epsp      0.352442
sec        dend_51
loc            0.5
weight      0.0004
dtype: object",0.352442116934071,dend_51,0.0004,./grid_batch,grid_search_00894
895,"epsp      0.348839
sec        dend_52
loc            0.5
weight      0.0004
dtype: object",0.348839241952063,dend_52,0.0004,./grid_batch,grid_search_00895
896,"epsp      0.329227
sec        dend_53
loc            0.5
weight      0.0004
dtype: object",0.329226520157789,dend_53,0.0004,./grid_batch,grid_search_00896
897,"epsp      0.329538
sec        dend_54
loc            0.5
weight      0.0004
dtype: object",0.32953832220016405,dend_54,0.0004,./grid_batch,grid_search_00897
898,"epsp      0.331381
sec        dend_55
loc            0.5
weight      0.0004
dtype: object",0.331381207097436,dend_55,0.0004,./grid_batch,grid_search_00898
899,"epsp      0.350322
sec        dend_56
loc            0.5
weight      0.0004
dtype: object",0.35032236375157305,dend_56,0.0004,./grid_batch,grid_search_00899
900,"epsp      0.410817
sec        dend_57
loc            0.5
weight      0.0004
dtype: object",0.41081718525661803,dend_57,0.0004,./grid_batch,grid_search_00900
901,"epsp      0.397366
sec        dend_58
loc            0.5
weight      0.0004
dtype: object",0.39736558388952403,dend_58,0.0004,./grid_batch,grid_search_00901
902,"epsp      0.387417
sec        dend_59
loc            0.5
weight      0.0004
dtype: object",0.38741692160532104,dend_59,0.0004,./grid_batch,grid_search_00902
903,"epsp      0.112615
sec         dend_6
loc            0.5
weight      0.0004
dtype: object",0.11261487016057001,dend_6,0.0004,./grid_batch,grid_search_00903
904,"epsp      0.406614
sec        dend_60
loc            0.5
weight      0.0004
dtype: object",0.40661405856729904,dend_60,0.0004,./grid_batch,grid_search_00904
905,"epsp      0.393072
sec        dend_61
loc            0.5
weight      0.0004
dtype: object",0.39307202219205806,dend_61,0.0004,./grid_batch,grid_search_00905
906,"epsp      0.392866
sec        dend_62
loc            0.5
weight      0.0004
dtype: object",0.39286555298014003,dend_62,0.0004,./grid_batch,grid_search_00906
907,"epsp      0.407227
sec        dend_63
loc            0.5
weight      0.0004
dtype: object",0.40722735739799903,dend_63,0.0004,./grid_batch,grid_search_00907
908,"epsp      0.400991
sec        dend_64
loc            0.5
weight      0.0004
dtype: object",0.40099105552162906,dend_64,0.0004,./grid_batch,grid_search_00908
909,"epsp      0.389106
sec        dend_65
loc            0.5
weight      0.0004
dtype: object",0.38910601686772806,dend_65,0.0004,./grid_batch,grid_search_00909
910,"epsp      0.390117
sec        dend_66
loc            0.5
weight      0.0004
dtype: object",0.39011696183550204,dend_66,0.0004,./grid_batch,grid_search_00910
911,"epsp      0.387744
sec        dend_67
loc            0.5
weight      0.0004
dtype: object",0.38774378569148304,dend_67,0.0004,./grid_batch,grid_search_00911
912,"epsp      0.404631
sec        dend_68
loc            0.5
weight      0.0004
dtype: object",0.40463118637198603,dend_68,0.0004,./grid_batch,grid_search_00912
913,"epsp      0.392222
sec        dend_69
loc            0.5
weight      0.0004
dtype: object",0.39222202901358105,dend_69,0.0004,./grid_batch,grid_search_00913
914,"epsp      0.405492
sec         dend_7
loc            0.5
weight      0.0004
dtype: object",0.40549224862547806,dend_7,0.0004,./grid_batch,grid_search_00914
915,"epsp      0.372121
sec        dend_70
loc            0.5
weight      0.0004
dtype: object",0.372121060857153,dend_70,0.0004,./grid_batch,grid_search_00915
916,"epsp      0.269748
sec        dend_71
loc            0.5
weight      0.0004
dtype: object",0.269747639918264,dend_71,0.0004,./grid_batch,grid_search_00916
917,"epsp      0.357304
sec        dend_72
loc            0.5
weight      0.0004
dtype: object",0.35730402537451705,dend_72,0.0004,./grid_batch,grid_search_00917
918,"epsp      0.406673
sec        dend_73
loc            0.5
weight      0.0004
dtype: object",0.406673060536178,dend_73,0.0004,./grid_batch,grid_search_00918
919,"epsp      0.394831
sec        dend_74
loc            0.5
weight      0.0004
dtype: object",0.39483111633668905,dend_74,0.0004,./grid_batch,grid_search_00919
920,"epsp      0.385794
sec        dend_75
loc            0.5
weight      0.0004
dtype: object",0.385793792051742,dend_75,0.0004,./grid_batch,grid_search_00920
921,"epsp      0.366842
sec        dend_76
loc            0.5
weight      0.0004
dtype: object",0.366841900621508,dend_76,0.0004,./grid_batch,grid_search_00921
922,"epsp      0.38057
sec       dend_77
loc           0.5
weight     0.0004
dtype: object",0.380569785852685,dend_77,0.0004,./grid_batch,grid_search_00922
923,"epsp      0.36576
sec       dend_78
loc           0.5
weight     0.0004
dtype: object",0.36575969548796605,dend_78,0.0004,./grid_batch,grid_search_00923
924,"epsp      0.378381
sec        dend_79
loc            0.5
weight      0.0004
dtype: object",0.37838076182021,dend_79,0.0004,./grid_batch,grid_search_00924
925,"epsp      0.38493
sec        dend_8
loc           0.5
weight     0.0004
dtype: object",0.38492993863359004,dend_8,0.0004,./grid_batch,grid_search_00925
926,"epsp      0.388353
sec        dend_80
loc            0.5
weight      0.0004
dtype: object",0.38835338553987203,dend_80,0.0004,./grid_batch,grid_search_00926
927,"epsp      0.364204
sec        dend_81
loc            0.5
weight      0.0004
dtype: object",0.36420375868586,dend_81,0.0004,./grid_batch,grid_search_00927
928,"epsp      0.377269
sec        dend_82
loc            0.5
weight      0.0004
dtype: object",0.377268683858687,dend_82,0.0004,./grid_batch,grid_search_00928
929,"epsp      0.368799
sec        dend_83
loc            0.5
weight      0.0004
dtype: object",0.36879948612502705,dend_83,0.0004,./grid_batch,grid_search_00929
930,"epsp      0.359605
sec        dend_84
loc            0.5
weight      0.0004
dtype: object",0.359604571261016,dend_84,0.0004,./grid_batch,grid_search_00930
931,"epsp      0.34625
sec       dend_85
loc           0.5
weight     0.0004
dtype: object",0.346250072377472,dend_85,0.0004,./grid_batch,grid_search_00931
932,"epsp      0.34334
sec       dend_86
loc           0.5
weight     0.0004
dtype: object",0.343339776324313,dend_86,0.0004,./grid_batch,grid_search_00932
933,"epsp      0.401405
sec        dend_87
loc            0.5
weight      0.0004
dtype: object",0.40140463980745206,dend_87,0.0004,./grid_batch,grid_search_00933
934,"epsp      0.390651
sec        dend_88
loc            0.5
weight      0.0004
dtype: object",0.39065130882960303,dend_88,0.0004,./grid_batch,grid_search_00934
935,"epsp      0.343574
sec        dend_89
loc            0.5
weight      0.0004
dtype: object",0.343574493634335,dend_89,0.0004,./grid_batch,grid_search_00935
936,"epsp      0.372831
sec         dend_9
loc            0.5
weight      0.0004
dtype: object",0.37283133706735305,dend_9,0.0004,./grid_batch,grid_search_00936
937,"epsp      0.368866
sec        dend_90
loc            0.5
weight      0.0004
dtype: object",0.36886638697434604,dend_90,0.0004,./grid_batch,grid_search_00937
938,"epsp      0.300659
sec        dend_91
loc            0.5
weight      0.0004
dtype: object",0.300658780524074,dend_91,0.0004,./grid_batch,grid_search_00938
939,"epsp      0.296657
sec        dend_92
loc            0.5
weight      0.0004
dtype: object",0.296657331691008,dend_92,0.0004,./grid_batch,grid_search_00939
940,"epsp      0.398241
sec        dend_93
loc            0.5
weight      0.0004
dtype: object",0.398240595347829,dend_93,0.0004,./grid_batch,grid_search_00940
941,"epsp      0.388499
sec        dend_94
loc            0.5
weight      0.0004
dtype: object",0.388499190561631,dend_94,0.0004,./grid_batch,grid_search_00941
942,"epsp      0.133107
sec        dend_95
loc            0.5
weight      0.0004
dtype: object",0.133107495411351,dend_95,0.0004,./grid_batch,grid_search_00942
943,"epsp      0.050731
sec        dend_96
loc            0.5
weight      0.0004
dtype: object",0.050731022336350004,dend_96,0.0004,./grid_batch,grid_search_00943
944,"epsp      0.063909
sec        dend_97
loc            0.5
weight      0.0004
dtype: object",0.063908898813494,dend_97,0.0004,./grid_batch,grid_search_00944
945,"epsp      0.373667
sec        dend_98
loc            0.5
weight      0.0004
dtype: object",0.373667222582767,dend_98,0.0004,./grid_batch,grid_search_00945
946,"epsp      0.378839
sec        dend_99
loc            0.5
weight      0.0004
dtype: object",0.378838901655129,dend_99,0.0004,./grid_batch,grid_search_00946
947,"epsp      0.411412
sec           soma
loc            0.5
weight      0.0004
dtype: object",0.411411629000596,soma,0.0004,./grid_batch,grid_search_00947
948,"epsp      0.503883
sec         apic_0
loc            0.5
weight      0.0005
dtype: object",0.5038828474469731,apic_0,0.0005,./grid_batch,grid_search_00948
949,"epsp      0.477391
sec         apic_1
loc            0.5
weight      0.0005
dtype: object",0.47739052877388105,apic_1,0.0005,./grid_batch,grid_search_00949
950,"epsp      0.360632
sec        apic_10
loc            0.5
weight      0.0005
dtype: object",0.360631968484014,apic_10,0.0005,./grid_batch,grid_search_00950
951,"epsp      0.045064
sec       apic_100
loc            0.5
weight      0.0005
dtype: object",0.045063679462359,apic_100,0.0005,./grid_batch,grid_search_00951
952,"epsp       0.03657
sec       apic_101
loc            0.5
weight      0.0005
dtype: object",0.036570184157412006,apic_101,0.0005,./grid_batch,grid_search_00952
953,"epsp       0.03657
sec       apic_102
loc            0.5
weight      0.0005
dtype: object",0.036570172591069004,apic_102,0.0005,./grid_batch,grid_search_00953
954,"epsp      0.059851
sec       apic_103
loc            0.5
weight      0.0005
dtype: object",0.05985071990819701,apic_103,0.0005,./grid_batch,grid_search_00954
955,"epsp      0.063393
sec       apic_104
loc            0.5
weight      0.0005
dtype: object",0.06339346317091,apic_104,0.0005,./grid_batch,grid_search_00955
956,"epsp       0.06186
sec       apic_105
loc            0.5
weight      0.0005
dtype: object",0.061859593761866005,apic_105,0.0005,./grid_batch,grid_search_00956
957,"epsp      0.056438
sec       apic_106
loc            0.5
weight      0.0005
dtype: object",0.056437987106718004,apic_106,0.0005,./grid_batch,grid_search_00957
958,"epsp      0.041252
sec       apic_107
loc            0.5
weight      0.0005
dtype: object",0.041251609246245005,apic_107,0.0005,./grid_batch,grid_search_00958
959,"epsp       0.02619
sec       apic_108
loc            0.5
weight      0.0005
dtype: object",0.026190157275834004,apic_108,0.0005,./grid_batch,grid_search_00959
960,"epsp      0.023153
sec       apic_109
loc            0.5
weight      0.0005
dtype: object",0.023153481953940003,apic_109,0.0005,./grid_batch,grid_search_00960
961,"epsp      0.360928
sec        apic_11
loc            0.5
weight      0.0005
dtype: object",0.36092781180404604,apic_11,0.0005,./grid_batch,grid_search_00961
962,"epsp      0.023153
sec       apic_110
loc            0.5
weight      0.0005
dtype: object",0.023153493647043003,apic_110,0.0005,./grid_batch,grid_search_00962
963,"epsp       0.02635
sec       apic_111
loc            0.5
weight      0.0005
dtype: object",0.026349630427063002,apic_111,0.0005,./grid_batch,grid_search_00963
964,"epsp      0.060239
sec       apic_112
loc            0.5
weight      0.0005
dtype: object",0.060238751019369007,apic_112,0.0005,./grid_batch,grid_search_00964
965,"epsp      0.378026
sec       apic_113
loc            0.5
weight      0.0005
dtype: object",0.378025676996429,apic_113,0.0005,./grid_batch,grid_search_00965
966,"epsp      0.475017
sec       apic_114
loc            0.5
weight      0.0005
dtype: object",0.475016564943871,apic_114,0.0005,./grid_batch,grid_search_00966
967,"epsp      0.461173
sec       apic_115
loc            0.5
weight      0.0005
dtype: object",0.461173042842872,apic_115,0.0005,./grid_batch,grid_search_00967
968,"epsp      0.458716
sec       apic_116
loc            0.5
weight      0.0005
dtype: object",0.45871567728150303,apic_116,0.0005,./grid_batch,grid_search_00968
969,"epsp      0.452606
sec       apic_117
loc            0.5
weight      0.0005
dtype: object",0.452605725140699,apic_117,0.0005,./grid_batch,grid_search_00969
970,"epsp      0.411268
sec       apic_118
loc            0.5
weight      0.0005
dtype: object",0.411268194339996,apic_118,0.0005,./grid_batch,grid_search_00970
971,"epsp      0.406343
sec       apic_119
loc            0.5
weight      0.0005
dtype: object",0.40634305583857605,apic_119,0.0005,./grid_batch,grid_search_00971
972,"epsp      0.392984
sec        apic_12
loc            0.5
weight      0.0005
dtype: object",0.39298404348875204,apic_12,0.0005,./grid_batch,grid_search_00972
973,"epsp      0.425496
sec       apic_120
loc            0.5
weight      0.0005
dtype: object",0.425495617365484,apic_120,0.0005,./grid_batch,grid_search_00973
974,"epsp      0.431546
sec       apic_121
loc            0.5
weight      0.0005
dtype: object",0.43154634573114903,apic_121,0.0005,./grid_batch,grid_search_00974
975,"epsp      0.447399
sec       apic_122
loc            0.5
weight      0.0005
dtype: object",0.44739925652218904,apic_122,0.0005,./grid_batch,grid_search_00975
976,"epsp      0.368432
sec        apic_13
loc            0.5
weight      0.0005
dtype: object",0.36843202026604105,apic_13,0.0005,./grid_batch,grid_search_00976
977,"epsp      0.377848
sec        apic_14
loc            0.5
weight      0.0005
dtype: object",0.37784829355611205,apic_14,0.0005,./grid_batch,grid_search_00977
978,"epsp      0.357547
sec        apic_15
loc            0.5
weight      0.0005
dtype: object",0.35754704264172604,apic_15,0.0005,./grid_batch,grid_search_00978
979,"epsp      0.368704
sec        apic_16
loc            0.5
weight      0.0005
dtype: object",0.368704385526939,apic_16,0.0005,./grid_batch,grid_search_00979
980,"epsp      0.408604
sec        apic_17
loc            0.5
weight      0.0005
dtype: object",0.408603612374321,apic_17,0.0005,./grid_batch,grid_search_00980
981,"epsp      0.371265
sec        apic_18
loc            0.5
weight      0.0005
dtype: object",0.371265198163271,apic_18,0.0005,./grid_batch,grid_search_00981
982,"epsp      0.34729
sec       apic_19
loc           0.5
weight     0.0005
dtype: object",0.34729006323536205,apic_19,0.0005,./grid_batch,grid_search_00982
983,"epsp      0.419036
sec         apic_2
loc            0.5
weight      0.0005
dtype: object",0.419036437532653,apic_2,0.0005,./grid_batch,grid_search_00983
984,"epsp      0.343879
sec        apic_20
loc            0.5
weight      0.0005
dtype: object",0.343878610037378,apic_20,0.0005,./grid_batch,grid_search_00984
985,"epsp      0.33483
sec       apic_21
loc           0.5
weight     0.0005
dtype: object",0.334830136267086,apic_21,0.0005,./grid_batch,grid_search_00985
986,"epsp      0.299384
sec        apic_22
loc            0.5
weight      0.0005
dtype: object",0.299383516998318,apic_22,0.0005,./grid_batch,grid_search_00986
987,"epsp      0.303902
sec        apic_23
loc            0.5
weight      0.0005
dtype: object",0.303902407204972,apic_23,0.0005,./grid_batch,grid_search_00987
988,"epsp      0.340157
sec        apic_24
loc            0.5
weight      0.0005
dtype: object",0.340157340772123,apic_24,0.0005,./grid_batch,grid_search_00988
989,"epsp      0.318838
sec        apic_25
loc            0.5
weight      0.0005
dtype: object",0.31883819747567005,apic_25,0.0005,./grid_batch,grid_search_00989
